cell-image-link href,image,name
https://www.levi.com/US/en_US/levis-vintage-clothing/levis-vintage-clothing-for-men/1966-501-original-fit-mens-jeans/p/665010146,"https://lsco.scene7.com/is/image/lsco/665010146-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",1966 501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/levis-vintage-clothing/levis-vintage-clothing-for-men/1937-501-original-fit-mens-jeans/p/375010018,"https://lsco.scene7.com/is/image/lsco/375010018-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",1937 501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/levis-vintage-clothing/levis-vintage-clothing-for-men/1955-customized-501-mens-jeans/p/501550098,"https://lsco.scene7.com/is/image/lsco/501550098-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",1955 CUSTOMIZED 501® MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/made-in-japan-1980s-501-original-fit-mens-jeans/p/A58750000,"https://lsco.scene7.com/is/image/lsco/A58750000-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",MADE IN JAPAN 1980'S 501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/505-regular-fit-corduroy-mens-jeans/p/005051397,"https://lsco.scene7.com/is/image/lsco/005051397-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT CORDUROY MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/512-slim-taper-fit-mens-jeans-big-tall/p/165240045,"https://lsco.scene7.com/is/image/lsco/165240045-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",512™ SLIM TAPER FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/men/jeans/taper/512-slim-taper-fit-mens-jeans/p/288331183,"https://lsco.scene7.com/is/image/lsco/288331183-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",512™ SLIM TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/skinny/510-skinny-fit-mens-jeans/p/055101320,"https://lsco.scene7.com/is/image/lsco/055101320-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",510™ SKINNY FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-mens-jeans-big-tall/p/115010167,"https://lsco.scene7.com/is/image/lsco/115010167-back-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/men/jeans/relaxed/555-relaxed-straight-utility-mens-jeans/p/A92340004,"https://lsco.scene7.com/is/image/lsco/A92340004-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",555™ RELAXED STRAIGHT UTILITY MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-plant-based-mens-jeans/p/005013477,,
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-mens-jeans/p/005010536,"https://lsco.scene7.com/is/image/lsco/005013408-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/jeans-by-fit-number/men/jeans/505/505-regular-fit-stretch-mens-jeans/p/005051649,"https://lsco.scene7.com/is/image/lsco/005051649-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT STRETCH MEN'S JEANS
https://www.levi.com/US/en_US/jeans-by-fit-number/men/jeans/511/511-slim-fit-mens-jeans/p/045113623,"https://lsco.scene7.com/is/image/lsco/045113623-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS
https://www.levi.com/US/en_US/501-campaign/501-original-fit-hemmed-9-mens-shorts/p/365120246,"https://lsco.scene7.com/is/image/lsco/365120246-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155","501® ORIGINAL FIT HEMMED 9"" MEN'S SHORTS"
https://www.levi.com/US/en_US/clothing/men/jeans/taper/541-athletic-taper-fit-levis-flex-mens-jeans/p/181810721,"https://lsco.scene7.com/is/image/lsco/181810721-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",541™ ATHLETIC TAPER FIT LEVI'S® FLEX MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-93-straight-fit-mens-jeans/p/798300263,"https://lsco.scene7.com/is/image/lsco/798300263-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® '93 STRAIGHT FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-mens-jeans/p/005010114,"https://lsco.scene7.com/is/image/lsco/005010193-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/541-athletic-taper-mens-jeans/p/181810550,"https://lsco.scene7.com/is/image/lsco/181810550-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",541™ ATHLETIC TAPER MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/502-taper-fit-mens-jeans/p/295070639,"https://lsco.scene7.com/is/image/lsco/295070639-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",502™ TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-selvedge-mens-jeans/p/005013516,"https://lsco.scene7.com/is/image/lsco/005013654-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT SELVEDGE MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/514-straight-fit-mens-jeans/p/005141683,"https://lsco.scene7.com/is/image/lsco/005141683-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",514™ STRAIGHT FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/bootcut/517-bootcut-mens-jeans/p/005170246,"https://lsco.scene7.com/is/image/lsco/005170246-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",517™ BOOTCUT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/pants/514-straight-fit-mens-pants/p/005141780,"https://lsco.scene7.com/is/image/lsco/005141780-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",514™ STRAIGHT FIT MEN'S PANTS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/541-athletic-taper-all-seasons-mens-pants/p/181810720,"https://lsco.scene7.com/is/image/lsco/181810720-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",541™ ATHLETIC TAPER ALL SEASONS MEN'S PANTS
https://www.levi.com/US/en_US/jeans-by-fit-number/men/jeans/512/512-slim-taper-fit-mens-jeans/p/288330457,"https://lsco.scene7.com/is/image/lsco/288330457-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",512™ SLIM TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/502-taper-fit-mens-jeans/p/295071339,"https://lsco.scene7.com/is/image/lsco/295071339-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",502™ TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-54-original-fit-mens-jeans/p/A46770006,"https://lsco.scene7.com/is/image/lsco/A46770006-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® '54 ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-mens-jeans-big-tall/p/A36530007,"https://lsco.scene7.com/is/image/lsco/A36530007-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/men/jeans/straight/514-straight-fit-mens-jeans/p/005140831,"https://lsco.scene7.com/is/image/lsco/005141537-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",514™ STRAIGHT FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/bootcut/527-slim-bootcut-mens-jeans/p/055270672,"https://lsco.scene7.com/is/image/lsco/055270672-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",527™ SLIM BOOTCUT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/relaxed/550-relaxed-fit-mens-jeans/p/005500117,"https://lsco.scene7.com/is/image/lsco/005500117-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",550™ RELAXED FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/506-comfort-straight-fit-mens-jeans/p/A77000003,"https://lsco.scene7.com/is/image/lsco/A77000003-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",506® COMFORT STRAIGHT FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-mens-jeans/p/045111390,"https://lsco.scene7.com/is/image/lsco/045111390-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/559-relaxed-straight-fit-mens-jeans-big-tall/p/015590099,"https://lsco.scene7.com/is/image/lsco/015590099-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",559™ RELAXED STRAIGHT FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/men/jeans/skinny/510-skinny-fit-mens-jeans/p/055100692,"https://lsco.scene7.com/is/image/lsco/055100692-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",510™ SKINNY FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/circular-501-original-fit-mens-jeans/p/005013632,"https://lsco.scene7.com/is/image/lsco/005013632-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",CIRCULAR 501® ORIGINAL FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-mens-jeans/p/045115548,"https://lsco.scene7.com/is/image/lsco/045115548-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-corduroy-mens-jeans/p/045115799,"https://lsco.scene7.com/is/image/lsco/045115799-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT CORDUROY MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/loose/568-loose-straight-corduroy-mens-jeans/p/290370076,"https://lsco.scene7.com/is/image/lsco/290370076-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",568™ LOOSE STRAIGHT CORDUROY MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-corduroy-mens-jeans/p/045116003,"https://lsco.scene7.com/is/image/lsco/045116003-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT CORDUROY MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/loose/568-loose-straight-mens-jeans/p/290370054,"https://lsco.scene7.com/is/image/lsco/290370059-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",568™ LOOSE STRAIGHT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-mens-jeans/p/045115945,"https://lsco.scene7.com/is/image/lsco/045115945-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/512-slim-taper-fit-selvedge-mens-jeans/p/288331215,"https://lsco.scene7.com/is/image/lsco/288331215-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",512™ SLIM TAPER FIT SELVEDGE MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/502-taper-fit-selvedge-mens-jeans/p/295071347,"https://lsco.scene7.com/is/image/lsco/295071347-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",502™ TAPER FIT SELVEDGE MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/relaxed/555-relaxed-straight-transitional-cotton-mens-jeans/p/000LO0007,"https://lsco.scene7.com/is/image/lsco/000LO0007-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",555™ RELAXED STRAIGHT TRANSITIONAL COTTON MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/501-slim-taper-fit-mens-jeans/p/288940266,"https://lsco.scene7.com/is/image/lsco/288940266-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® SLIM TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/505-regular-fit-mens-jeans/p/005051555,"https://lsco.scene7.com/is/image/lsco/005051555-back-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/taper/501-slim-taper-fit-mens-jeans/p/288940256,"https://lsco.scene7.com/is/image/lsco/288940256-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® SLIM TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/relaxed/levis-skateboarding-super-baggy-jeans/p/A42980003,"https://lsco.scene7.com/is/image/lsco/A42980003-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",LEVI'S® SKATEBOARDING™ SUPER BAGGY JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-authentic-soft-mens-jeans/p/045115832,"https://lsco.scene7.com/is/image/lsco/045115832-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT AUTHENTIC SOFT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/505-regular-fit-authentic-soft-mens-jeans/p/005053035,"https://lsco.scene7.com/is/image/lsco/005053035-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT AUTHENTIC SOFT MEN'S JEANS
https://www.levi.com/US/en_US/501-campaign/501-original-fit-patchwork-mens-jeans/p/005013598,"https://lsco.scene7.com/is/image/lsco/005013598-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT PATCHWORK MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/relaxed/555-relaxed-straight-mens-jeans/p/000LO0008,"https://lsco.scene7.com/is/image/lsco/000LO0008-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",555™ RELAXED STRAIGHT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/501-original-fit-lightweight-mens-jeans/p/005013523,"https://lsco.scene7.com/is/image/lsco/005013523-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT LIGHTWEIGHT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/505-regular-fit-mens-jeans/p/005052627,"https://lsco.scene7.com/is/image/lsco/005052627-detail1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/straight/505-regular-fit-mens-jeans-big-tall/p/045050025,"https://lsco.scene7.com/is/image/lsco/045050025-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",505™ REGULAR FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/men/jeans/559-relaxed-straight-fit-mens-jeans/p/005590598,"https://lsco.scene7.com/is/image/lsco/005590598-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",559™ RELAXED STRAIGHT FIT MEN'S JEANS
https://www.levi.com/US/en_US/sale/mens-sale/jeans/502-taper-fit-mens-jeans/p/295070100,"https://lsco.scene7.com/is/image/lsco/295070100-back-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",502™ TAPER FIT MEN'S JEANS
https://www.levi.com/US/en_US/levis-wellthread/levis-wellthread-mens-555-relaxed-straight-jeans/p/000RZ0000,"https://lsco.scene7.com/is/image/lsco/000RZ0000-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",LEVI'S® WELLTHREAD® MEN'S 555™ RELAXED STRAIGHT JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/loose/568-loose-straight-carpenter-corduroy-mens-pants/p/558490056,"https://lsco.scene7.com/is/image/lsco/558490056-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",568™ LOOSE STRAIGHT CARPENTER CORDUROY MEN'S PANTS
https://www.levi.com/US/en_US/made-in-japan/made-in-japan/levis-mens-made-in-japan-505-jeans/p/A58780004,"https://lsco.scene7.com/is/image/lsco/A58780004-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",LEVI’S® MEN’S MADE IN JAPAN 505™ JEANS
https://www.levi.com/US/en_US/sale/mens-sale/jeans/527-slim-bootcut-mens-jeans/p/055270239,"https://lsco.scene7.com/is/image/lsco/055270239-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",527™ SLIM BOOTCUT MEN'S JEANS
https://www.levi.com/US/en_US/clothing/men/jeans/loose/568-loose-straight-carpenter-mens-pants/p/558490057,"https://lsco.scene7.com/is/image/lsco/558490057-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",568™ LOOSE STRAIGHT CARPENTER MEN'S PANTS
https://www.levi.com/US/en_US/clothing/men/jeans/slim/511-slim-fit-mens-jeans-big-tall/p/A36530007,"https://lsco.scene7.com/is/image/lsco/A36530007-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",511™ SLIM FIT MEN'S JEANS (BIG & TALL)
https://www.levi.com/US/en_US/clothing/women/jeans/bootcut/ribcage-wide-leg-womens-jeans/p/A60810012,"https://lsco.scene7.com/is/image/lsco/A60810012-hyunser-26-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",RIBCAGE WIDE LEG WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/501-90s-lightweight-womens-jeans/p/A84210004,"https://lsco.scene7.com/is/image/lsco/A84210004-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® '90S LIGHTWEIGHT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/loose/low-loose-womens-jeans/p/A55660012,"https://lsco.scene7.com/is/image/lsco/A55660012-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",LOW LOOSE WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/501-original-fit-womens-jeans/p/125010415,"https://lsco.scene7.com/is/image/lsco/125010415-natalie-27-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL FIT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/ribcage-straight-ankle-womens-jeans/p/726930218,"https://lsco.scene7.com/is/image/lsco/726930218-hyunser-26-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",RIBCAGE STRAIGHT ANKLE WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/501-90s-ankle-womens-jeans/p/A91500002,"https://lsco.scene7.com/is/image/lsco/A91500002-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® '90S ANKLE WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/slim/312-shaping-slim-womens-jeans/p/196270197,"https://lsco.scene7.com/is/image/lsco/196270197-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",312 SHAPING SLIM WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/wide-leg/318-shaping-wide-leg-womens-jeans/p/001PZ0004,"https://lsco.scene7.com/is/image/lsco/001PZ0004-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",318 SHAPING WIDE LEG WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/501-90s-womens-jeans/p/A19590032,"https://lsco.scene7.com/is/image/lsco/A19590032-side-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® '90S WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/501-original-cropped-womens-jeans/p/362000319,"https://lsco.scene7.com/is/image/lsco/362000319-hyunser-26-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",501® ORIGINAL CROPPED WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/724-high-rise-straight-womens-jeans/p/188830356,"https://lsco.scene7.com/is/image/lsco/188830356-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",724 HIGH RISE STRAIGHT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/bootcut/wedgie-bootcut-womens-jeans/p/A87100008,"https://lsco.scene7.com/is/image/lsco/A87100008-hyunser-26-detail1-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",WEDGIE BOOTCUT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/straight/low-pro-lightweight-womens-jeans/p/A09640033,"https://lsco.scene7.com/is/image/lsco/A09640033-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",LOW PRO LIGHTWEIGHT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/bootcut/725-high-rise-bootcut-womens-jeans/p/187590202,"https://lsco.scene7.com/is/image/lsco/187590202-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",725 HIGH RISE BOOTCUT WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/wide-leg/318-shaping-wide-leg-womens-jeans/p/001Q70004,"https://lsco.scene7.com/is/image/lsco/001Q70004-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",318 SHAPING WIDE LEG WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/bootcut/726-high-rise-flare-womens-jeans/p/A34100115,"https://lsco.scene7.com/is/image/lsco/A34100115-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",726 HIGH RISE FLARE WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/loose/cinch-baggy-womens-jeans/p/001UP0001,"https://lsco.scene7.com/is/image/lsco/001UP0001-alt4-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",CINCH BAGGY WOMEN'S JEANS
https://www.levi.com/US/en_US/clothing/women/jeans/skinny/311-shaping-skinny-womens-jeans/p/196260558,"https://lsco.scene7.com/is/image/lsco/196260558-front-pdp?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=155&hei=155",311 SHAPING SKINNY WOMEN'S JEANS
