url,name,image
https://www.hollisterco.com/shop/us/p/loose-carpenter-jeans-56198358?categoryId=12589&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,LOOSE CARPENTER JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-4312-0040-179_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/loose-heavyweight-cargo-pants-57374938?categoryId=12589&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,LOOSE HEAVYWEIGHT CARGO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4115-00137-475_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/dark-wash-loose-jeans-57195821?categoryId=12589&faceout=model&seq=21&pagefm=navigation-grid&prodvm=navigation-grid,DARK WASH LOOSE JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-4147-00092-276_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/straight-chino-pants-57207332?categoryId=12589&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,STRAIGHT CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4093-0063-475_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/baggy-chino-pants-59034047?categoryId=12589&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,BAGGY CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-5016-00205-900_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/black-no-fade-straight-jeans-59233852?categoryId=12589&faceout=model&seq=21&pagefm=navigation-grid&prodvm=navigation-grid,BLACK NO FADE STRAIGHT JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5186-00209-975_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/slim-straight-chino-pants-56897026?categoryId=12589&faceout=prod&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,SLIM STRAIGHT CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4092-0124-900_prod2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/camo-baggy-jeans-59350825?categoryId=12589&faceout=model&seq=52&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,CAMO BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5189-00214-180_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/skinny-chino-pants-57207468?categoryId=12589&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,SKINNY CHINO PANTS,https://img.hollisterco.com/is/image/anf/KIC_330-4071-0019-476_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/medium-wash-loose-jeans-59034346?categoryId=12589&faceout=model&seq=41&pagefm=navigation-grid&prodvm=navigation-grid,MEDIUM WASH LOOSE JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-5044-00235-278_model2.jpg?policy=product-large
https://www.hollisterco.com/shop/us/p/dark-wash-baggy-jeans-57459825?categoryId=12589&faceout=model&seq=12&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,DARK WASH BAGGY JEANS,https://img.hollisterco.com/is/image/anf/KIC_331-4123-00110-276_model2.jpg?policy=product-large
